Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
673128186,"Aug 12, 2016, 7:59:42 AM",Morning Ride,Ride,"",1047,6.21,,,true,,Crossen,activities/673128186.gpx,69.0,8.0,1047.0,956.0,6215.89990234375,13.5,,52.62220001220703,139.9221954345703,53.900001525878906,157.10000610351562,9.899999618530273,-1.4044599533081055,,,,,,,,148.1269989013672,157.89450073242188,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
673369498,"Aug 12, 2016, 1:17:22 PM",Afternoon Ride,Ride,"",1661,6.86,,,true,,Crossen,activities/673369498.gpx,69.0,8.0,1661.0,1585.0,6864.2001953125,11.300000190734863,,147.47000122070312,66.97000122070312,54.20000076293945,147.0,16.600000381469727,1.1727499961853027,,,,,,,,175.68600463867188,310.4854736328125,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
675885626,"Aug 14, 2016, 11:40:42 AM",Afternoon Ride,Ride,Stengt ved Skaret - skiltet kunne godt kommet tidligere enn 150 meter før der veien stengte... ,14252,100.14,195.0,139,false,,Focusen,activities/745174237.fit.gz,69.0,7.880000114440918,14252.0,13587.0,100143.3984375,14.300000190734863,,1417.0885009765625,1395.18994140625,3.799999952316284,346.79998779296875,16.700000762939453,0.021868640556931496,,,,,195.0,160.50640869140625,,172.79010009765625,2617.682861328125,,18.0,139.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
676542953,"Aug 15, 2016, 6:34:59 AM",Morning Ride,Ride,"",1501,8.92,,,true,,Crossen,activities/676542953.gpx,69.0,8.0,1501.0,1468.0,8922.7001953125,12.199999809265137,,51.897701263427734,136.49769592285156,54.599998474121094,152.5,10.699999809265137,-0.9481430053710938,,,,,,,,131.89500427246094,215.88836669921875,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
676898990,"Aug 15, 2016, 1:42:29 PM",Afternoon Ride,Ride,,1167,6.29,,,true,,Focusen,activities/676898990.gpx,69.0,7.880000114440918,1167.0,1157.0,6294.39990234375,12.199999809265137,,141.8280029296875,60.12799835205078,54.0,157.10000610351562,13.800000190734863,1.2979799509048462,,,,,,,,147.38099670410156,190.1295928955078,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
677738370,"Aug 16, 2016, 7:30:30 AM",Morning Ride,Ride,"",925,6.17,,,true,,Crossen,activities/677738370.gpx,69.0,8.0,925.0,925.0,6171.10009765625,14.600000381469727,,51.25120162963867,139.95120239257812,54.79999923706055,157.0,9.899999618530273,-1.4373500347137451,,,,,,,,147.81500244140625,152.45269775390625,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
678036492,"Aug 16, 2016, 1:11:42 PM",Afternoon Ride,Ride,"",1949,9.92,,,true,,Crossen,activities/678036492.gpx,69.0,8.0,1949.0,1814.0,9926.2001953125,10.600000381469727,,156.0290069580078,72.3290023803711,54.20000076293945,154.0,13.300000190734863,0.843222975730896,,,,,,,,161.81700134277344,327.2926940917969,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
678925899,"Aug 17, 2016, 6:28:38 AM",Morning Ride,Ride,,1166,6.29,,,true,,Focusen,activities/678925899.gpx,69.0,7.880000114440918,1166.0,917.0,6291.5,14.0,,51.37779998779297,135.0778045654297,54.20000076293945,157.10000610351562,10.100000381469727,-1.3303699493408203,,,,,,,,120.00299835205078,122.69766998291016,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
679350106,"Aug 17, 2016, 1:14:14 PM",Afternoon Ride,Ride,,1806,10.99,,,true,,Focusen,activities/679350106.gpx,69.0,7.880000114440918,1806.0,1767.0,10990.2001953125,10.399999618530273,,173.11900329589844,90.01899719238281,54.099998474121094,153.3000030517578,13.399999618530273,0.7561280131340027,,,,,,,,144.95399475097656,285.5890808105469,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
681364424,"Aug 19, 2016, 8:21:29 AM",Morning Run,Run,"",3274,8.55,,,false,,,activities/681364424.gpx,69.0,,3274.0,3109.0,8551.7998046875,5.800000190734863,,114.50199890136719,114.60199737548828,386.29998779296875,444.8999938964844,19.200000762939453,-0.0011693399865180254,,,,,,,,,746.953125,,,,,,,,,,,,,,,,0.0,,,8810.599609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/d62f7f3f-d792-4407-8087-aa8fd26d92ce.jpg
684549541,"Aug 22, 2016, 5:01:16 AM",Morning Ride,Ride,"",873,6.20,,,true,,Focusen,activities/684549541.gpx,69.0,7.880000114440918,873.0,867.0,6204.10009765625,14.0,,50.980201721191406,138.7801971435547,54.099998474121094,157.0,8.699999809265137,-1.4151899814605713,,,,,,,,127.06300354003906,122.83243560791016,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
684844521,"Aug 22, 2016, 12:43:00 PM",Afternoon Ride,Ride,"",1435,6.33,,,true,,Crossen,activities/684844521.gpx,69.0,8.0,1435.0,1315.0,6336.60009765625,12.399999618530273,,141.7449951171875,56.744998931884766,54.099998474121094,157.10000610351562,15.199999809265137,1.3414100408554077,,,,,,,,173.51800537109375,254.4164276123047,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
685650098,"Aug 23, 2016, 5:33:43 AM",Morning Ride,Ride,"",976,6.21,,,true,,Crossen,activities/685650098.gpx,69.0,8.0,976.0,955.0,6214.2998046875,14.399999618530273,,51.25519943237305,134.7552032470703,54.20000076293945,157.0,8.800000190734863,-1.3436800241470337,,,,,,,,157.84100341796875,168.0730438232422,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
686016478,"Aug 23, 2016, 1:03:30 PM",Afternoon Ride,Ride,,1223,6.43,,,true,,Focusen,activities/686016478.gpx,69.0,7.880000114440918,1223.0,1199.0,6436.39990234375,12.699999809265137,,142.06399536132812,48.56399917602539,53.5,157.39999389648438,13.800000190734863,1.452679991722107,,,,,,,,144.4949951171875,193.17320251464844,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
687558606,"Aug 24, 2016, 4:40:56 AM",Morning Ride,Ride,,975,6.13,,,false,,Focusen,activities/757762311.fit.gz,69.0,7.880000114440918,975.0,960.0,6129.7001953125,12.800000190734863,,58.0,151.39999389648438,-61.400001525878906,44.20000076293945,10.699999809265137,-1.5237300395965576,,,,,,,,77.12920379638672,82.55909729003906,,14.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
687558620,"Aug 21, 2016, 3:15:43 PM",Afternoon Ride,Ride,,4268,27.33,,,false,,Focusen,activities/757762297.fit.gz,69.0,7.880000114440918,4268.0,4064.0,27333.599609375,15.199999809265137,,556.0,559.5999755859375,89.0,486.0,13.699999809265137,-0.013170599937438965,,,,,,,,151.54100036621094,686.6868286132812,,16.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
687558898,"Aug 24, 2016, 1:14:56 PM",Kan de skilte sykkelveiene på romerike????,Ride,"",14810,88.22,,,false,,Focusen,activities/757762348.fit.gz,69.0,7.880000114440918,14810.0,12693.0,88227.203125,14.5,,854.218994140625,769.718994140625,54.099998474121094,256.6000061035156,17.200000762939453,0.09577549993991852,,,,,,,,137.80099487304688,1950.2554931640625,,13.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
688150598,"Aug 25, 2016, 5:14:03 AM",Tungt å sykle nedoverbakker i dag,Ride,"",2303,6.40,,,true,,Crossen,activities/688150598.gpx,69.0,8.0,2303.0,1035.0,6407.7001953125,13.399999618530273,,52.06269836425781,136.86270141601562,54.29999923706055,157.10000610351562,10.0,-1.3234100341796875,,,,,,,,129.57899475097656,149.5373992919922,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
688502474,"Aug 25, 2016, 1:16:08 PM",Afternoon Ride,Ride,,1342,6.28,,,true,,Crossen,activities/688502474.gpx,69.0,8.0,1342.0,1320.0,6284.0,12.0,,142.05999755859375,52.060001373291016,54.70000076293945,157.60000610351562,13.600000381469727,1.4322099685668945,,,,,,,,159.5260009765625,234.7903594970703,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
690836023,"Aug 27, 2016, 11:34:07 AM",Afternoon Ride,Ride,,11939,74.11,,,false,,Focusen,activities/761279693.fit.gz,69.0,7.880000114440918,11939.0,11381.0,74116.203125,17.299999237060547,,1384.0,1419.800048828125,24.600000381469727,470.0,14.699999809265137,-0.04830250144004822,,,,,,,,141.4029998779297,1794.3779296875,,17.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
692398535,"Aug 28, 2016, 1:06:19 PM",Afternoon Ride,Ride,,3629,28.49,,,false,,Focusen,activities/762953960.fit.gz,69.0,7.880000114440918,3629.0,3613.0,28496.400390625,15.699999809265137,,270.5,270.8999938964844,8.600000381469727,157.10000610351562,11.100000381469727,-0.0014036899665370584,,,,,,,,174.56300354003906,703.2261962890625,,12.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
692893047,"Aug 29, 2016, 5:48:37 AM",Morning Ride,Ride,"",7255,6.33,,,true,,Crossen,activities/692893047.gpx,69.0,8.0,7255.0,1043.0,6332.2998046875,16.399999618530273,,49.5359992980957,133.63600158691406,54.0,157.0,12.100000381469727,-1.3281099796295166,,,,,,,,133.27999877929688,154.997314453125,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
693174511,"Aug 29, 2016, 1:11:24 PM",Afternoon Ride,Ride,,1357,6.30,,,true,,Crossen,activities/693174511.gpx,69.0,8.0,1357.0,1229.0,6305.2001953125,10.5,,141.97999572753906,56.58000183105469,54.099998474121094,157.10000610351562,14.0,1.3544399738311768,,,,,,,,175.3679962158203,240.3129119873047,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
694372396,"Aug 30, 2016, 1:00:54 PM",Bilen på verksted...,Ride,... tror egentlig racern også bør på verksted!,5972,34.05,,,false,,Focusen,activities/765092825.fit.gz,69.0,7.880000114440918,5972.0,5550.0,34056.1015625,16.0,,675.0,639.5999755859375,60.599998474121094,384.0,13.399999618530273,0.10394600033760071,,,,,,,,136.81300354003906,846.633056640625,,14.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
695190097,"Aug 31, 2016, 5:45:03 AM",Morning Ride,Ride,,1080,6.22,,,true,,Crossen,activities/695190097.gpx,69.0,8.0,1080.0,990.0,6226.89990234375,14.0,,51.23040008544922,135.43040466308594,54.400001525878906,157.10000610351562,9.300000190734863,-1.3522000312805176,,,,,,,,136.9290008544922,151.14907836914062,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
695559316,"Aug 31, 2016, 1:27:27 PM",Afternoon Ride,Ride,,2447,14.30,,,true,,Crossen,activities/695559316.gpx,69.0,8.0,2447.0,2447.0,14301.0,11.699999809265137,,132.9409942626953,102.74099731445312,54.70000076293945,132.39999389648438,11.699999809265137,0.21117399632930756,,,,,,,,145.33399963378906,396.5299987792969,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
697719448,"Sep 2, 2016, 7:49:38 AM","4 bakker med gode ben, faktisk",Ride,"",12028,80.07,,,false,,Focusen,activities/768794476.fit.gz,69.0,7.880000114440918,12028.0,11560.0,80077.5,17.100000381469727,,1342.0,1342.4000244140625,6.0,521.5999755859375,12.5,-0.0004995160270482302,,,,,,,,149.96800231933594,1932.99755859375,,14.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
702490659,"Sep 6, 2016, 7:00:07 AM",Todtnauberg-Feldberg walk,Walk,"",22102,18.54,,,false,,,activities/702490659.gpx,69.0,,22102.0,14639.0,18542.80078125,6.099999904632568,,580.8140258789062,742.8140258789062,996.5,1490.0999755859375,42.29999923706055,-0.8736540079116821,,,,,,,,,1572.03857421875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dc25ce7c-0744-4508-a051-a0061fc395c3.jpg|media/568a4c33-916d-4ff4-b0ab-777e44fd0651.jpg
703691223,"Sep 7, 2016, 7:49:17 AM",Belchen-todtnauberg spasi,Walk,"",23103,24.88,,,false,,,activities/703691223.gpx,69.0,,23103.0,18663.0,24879.900390625,8.699999809265137,,890.7670288085938,1209.366943359375,1008.2999877929688,1397.5999755859375,49.400001525878906,-1.2805500030517578,,,,,,,,,2109.291015625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/e3129d43-b2f9-4ba2-93d6-4ada66ab039e.jpg
704509675,"Sep 8, 2016, 4:27:05 AM",Før soloppgang climb,Run,"",4354,10.70,,,false,,,activities/704509675.gpx,69.0,,4354.0,4234.0,10703.099609375,5.199999809265137,,394.35699462890625,399.1570129394531,1020.2999877929688,1385.0999755859375,32.099998474121094,-0.0448467992246151,,,,,,,,,994.3634643554688,,,,,,,,,,,,,,,,0.0,,,11728.900390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/4530d06c-2208-4881-8530-0023e9161985.jpg|media/cfd4e73d-c638-438c-9ef5-a22aaf6268f2.jpg
706733989,"Sep 10, 2016, 8:13:47 AM",Morning Walk,Run,"",2493,3.83,,,false,,,activities/706733989.gpx,69.0,,2493.0,2206.0,3834.5,3.5999999046325684,,70.1249008178711,70.32489776611328,359.0,420.5,19.799999237060547,-0.005215799901634455,,,,,,,,,342.9561767578125,,,,,,,,,,,,,,,,0.0,,,4045.300048828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
708519723,"Sep 11, 2016, 1:33:47 PM",Weiselberg rundtur,Run,,4323,12.59,,,false,,,activities/708519723.gpx,69.0,,4323.0,4270.0,12597.400390625,5.900000095367432,,278.7439880371094,280.6440124511719,382.8999938964844,484.70001220703125,26.399999618530273,-0.01508249994367361,,,,,,,,,1123.4732666015625,,,,,,,,,,,,,,,,0.0,,,13251.7998046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
709934258,"Sep 12, 2016, 5:26:57 PM",Evening Run,Run,"",2806,3.84,,,false,,ASICS Dynamic Duomax Fluidfit Allround,activities/709934258.gpx,69.0,,2806.0,2339.0,3840.199951171875,4.099999904632568,,70.21810150146484,68.61810302734375,359.29998779296875,419.79998779296875,19.799999237060547,0.041664499789476395,,,,,,,,,341.91339111328125,,,,,,,,,,,,,,,,0.0,,,4033.0,,,,,,,,,,,,,,,,2271521.0,,,,,,,,,,,,,,,,,,,,,,,,""
712245984,"Sep 14, 2016, 4:46:18 PM",Intervaller leitersweilerstraße osv med Tanja :)),Run,"",3793,9.41,,,false,,ASICS Dynamic Duomax Fluidfit Allround,activities/712245984.gpx,69.0,,3793.0,3661.0,9412.2001953125,6.199999809265137,,253.302001953125,249.40199279785156,360.29998779296875,429.79998779296875,29.600000381469727,0.0414355993270874,,,,,,,,,853.20654296875,,,,,,,,,,,,,,,,0.0,,,10063.900390625,,,,,,,,,,,,,,,,2271521.0,,,,,,,,,,,,,,,,,,,,,,,,""
713186907,"Sep 15, 2016, 12:40:49 PM",Weiselberg gipfeltour & bahnstraße,Run,"",7884,20.27,,,false,,ASICS Dynamic Duomax Fluidfit Allround,activities/713186907.gpx,69.0,,7884.0,7693.0,20269.19921875,5.400000095367432,,477.4540100097656,475.7539978027344,356.5,560.2999877929688,35.5,0.008387110196053982,,,,,,,,,1841.203125,,,,,,,,,,,,,,,,0.0,,,21717.69921875,,,,,,,,,,,,,,,,2271521.0,,,,,,,,,,,,,,,,,,,,,,,,media/dfc22706-91a2-48b4-a1de-3a1222f730e7.jpg
718402812,"Sep 19, 2016, 1:04:55 PM",Levert bil,Ride,"",4697,28.18,,,false,,Focusen,activities/791515625.fit.gz,69.0,7.880000114440918,4697.0,4169.0,28188.5,15.5,,365.0,356.0,57.599998474121094,171.0,14.699999809265137,0.03192789852619171,,,,,,,,133.61099243164062,621.08203125,,18.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
718431855,"Sep 20, 2016, 5:32:26 AM",Morning Ride,Ride,,1729,6.27,,,true,,Crossen,activities/718431855.gpx,69.0,8.0,1729.0,970.0,6276.0,15.399999618530273,,51.756900787353516,136.6569061279297,54.599998474121094,157.0,9.800000190734863,-1.3527699708938599,,,,,,,,149.81900024414062,162.0367431640625,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
718782341,"Sep 20, 2016, 1:45:39 PM",Afternoon Ride,Ride,,1311,6.29,,,true,,Crossen,activities/718782341.gpx,69.0,8.0,1311.0,1269.0,6295.2998046875,12.300000190734863,,142.3000030517578,59.20000076293945,54.400001525878906,157.10000610351562,14.5,1.3200299739837646,,,,,,,,174.46800231933594,246.8608856201172,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
719591243,"Sep 21, 2016, 5:23:30 AM",Morning Ride,Ride,,1072,6.18,,,true,,Crossen,activities/719591243.gpx,69.0,8.0,1072.0,988.0,6182.5,15.100000381469727,,51.24760055541992,135.64759826660156,53.900001525878906,157.10000610351562,10.5,-1.3651399612426758,,,,,,,,144.81199645996094,159.52780151367188,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
719935830,"Sep 21, 2016, 1:32:53 PM",Afternoon Ride,Ride,,1425,6.25,,,true,,Crossen,activities/719935830.gpx,69.0,8.0,1425.0,1381.0,6253.0,11.600000381469727,,141.4980010986328,58.097999572753906,54.20000076293945,157.10000610351562,15.0,1.3337600231170654,,,,,,,,153.7689971923828,236.77581787109375,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
721069016,"Sep 22, 2016, 1:47:29 PM",Afternoon Ride,Ride,,1652,9.74,,,true,,Crossen,activities/721069016.gpx,69.0,8.0,1652.0,1648.0,9748.0,11.100000381469727,,150.35000610351562,66.8499984741211,54.20000076293945,151.10000610351562,13.0,0.8565859794616699,,,,,,,,183.66200256347656,337.48260498046875,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
721835255,"Sep 23, 2016, 6:34:00 AM",Morning Ride,Ride,,1114,6.15,,,true,,Crossen,activities/721835255.gpx,69.0,8.0,1114.0,1063.0,6153.60009765625,14.899999618530273,,52.07720184326172,139.877197265625,54.900001525878906,157.0,8.899999618530273,-1.4268100261688232,,,,,,,,121.06900024414062,143.49642944335938,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
722129473,"Sep 23, 2016, 1:11:15 PM",Afternoon Ride,Ride,,3447,6.40,,,true,,Crossen,activities/722129473.gpx,69.0,8.0,3447.0,1483.0,6407.7998046875,11.199999809265137,,141.28599548339844,58.58599853515625,54.5,157.10000610351562,15.5,1.2906099557876587,,,,,,,,158.677001953125,262.3795471191406,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
723229357,"Sep 24, 2016, 10:21:44 AM",Lunch Ride,Ride,,5061,32.73,,,false,,Focusen,activities/797019310.fit.gz,69.0,7.880000114440918,5061.0,4824.0,32732.19921875,14.899999618530273,,649.0,644.7999877929688,40.0,528.5999755859375,12.5,0.012831400148570538,,,,,,,,155.10800170898438,834.2886962890625,,11.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
724164879,"Sep 25, 2016, 9:28:10 AM",Lunch Run,Run,,3129,8.84,,,false,,,activities/724164879.gpx,69.0,,3129.0,3124.0,8847.900390625,5.5,,136.33700561523438,154.13699340820312,90.0999984741211,177.10000610351562,29.0,-0.20117799937725067,,,,,,,,,765.791015625,,,,,,,,,,,,,,,,0.0,,,9032.7998046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
725410956,"Sep 26, 2016, 7:58:20 AM",Morning Ride,Ride,,1397,8.66,,,true,,Crossen,activities/725410956.gpx,69.0,8.0,1397.0,1357.0,8659.0,12.600000381469727,,45.1775016784668,130.27749633789062,54.400001525878906,147.5,9.0,-0.9827920198440552,,,,,,,,136.86000061035156,207.0767059326172,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
725669379,"Sep 26, 2016, 2:09:30 PM",Afternoon Ride,Ride,,2696,6.74,,,true,,Crossen,activities/725669379.gpx,69.0,8.0,2696.0,1528.0,6743.7998046875,11.800000190734863,,141.64599609375,60.84600067138672,54.400001525878906,157.1999969482422,14.0,1.198140025138855,,,,,,,,144.28500366210938,245.8212432861328,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
728965809,"Sep 29, 2016, 2:20:20 PM",Afternoon Ride,Ride,,1154,6.29,,,true,,Crossen,activities/728965809.gpx,69.0,8.0,1154.0,1126.0,6298.10009765625,12.5,,141.36099243164062,61.46099853515625,54.400001525878906,157.10000610351562,13.300000190734863,1.2686400413513184,,,,,,,,192.36199951171875,241.50856018066406,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
729514850,"Sep 30, 2016, 6:16:32 AM",Morning Ride,Ride,,856,6.20,,,false,,Crossen,activities/729514850.gpx,69.0,8.0,856.0,853.0,6199.39990234375,14.300000190734863,,51.54069900512695,136.44070434570312,53.900001525878906,157.0,8.800000190734863,-1.3694900274276733,,,,,,,,164.54800415039062,156.5007781982422,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
729817357,"Sep 30, 2016, 2:08:15 PM",Afternoon Ride,Ride,,1291,6.33,,,false,,Crossen,activities/729817357.gpx,69.0,8.0,1291.0,1245.0,6330.5,12.699999809265137,,141.63900756835938,56.93899917602539,54.599998474121094,157.10000610351562,14.100000381469727,1.3379700183868408,,,,,,,,169.59800720214844,235.43170166015625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
730593413,"Oct 1, 2016, 8:49:04 AM",2x tryvann,Ride,ett maksdrag (kom meg under 20 igjen...) og ett rolig - siste for året?,6726,37.76,,,false,,Focusen,activities/805465113.fit.gz,69.0,7.880000114440918,6726.0,6213.0,37760.80078125,14.399999618530273,,945.0,953.7999877929688,110.5999984741211,522.4000244140625,37.5,-0.02330460026860237,,,103.0,78.22039794921875,,,,148.47999572753906,1028.594482421875,,10.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
732788829,"Oct 3, 2016, 6:51:50 AM",Morning Ride,Ride,,964,6.25,,,true,,Crossen,activities/732788829.gpx,69.0,8.0,964.0,964.0,6251.7001953125,15.800000190734863,,51.52560043334961,135.12559509277344,55.20000076293945,157.10000610351562,9.699999809265137,-1.3372399806976318,,,,,,,,150.3520050048828,161.6073455810547,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
733112426,"Oct 3, 2016, 2:06:39 PM",Afternoon Ride,Ride,,1129,5.60,,,true,,Focusen,activities/733112426.gpx,69.0,7.900000095367432,1129.0,1126.0,5600.2998046875,14.899999618530273,,152.44400024414062,64.44400024414062,54.20000076293945,153.6999969482422,30.200000762939453,1.5713399648666382,,,,,,,,161.77999877929688,203.11317443847656,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
733745314,"Oct 4, 2016, 6:06:16 AM",Morning Ride,Ride,,1118,6.15,,,true,,Crossen,activities/733745314.gpx,69.0,8.0,1118.0,983.0,6155.39990234375,13.199999809265137,,50.43259811401367,135.23260498046875,54.400001525878906,157.10000610351562,9.800000190734863,-1.3776500225067139,,,,,,,,132.5189971923828,145.2467803955078,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
